0	0.7619444444444448	0.03805349895960266	0.7111111111111111	0.8533333333333334
1	0.6893155555555559	0.019619287761118726	0.6311111111111111	0.7355555555555555
2	0.5889755555555528	0.01149734209710533	0.56	0.6033333333333334
3	0.5094533333333319	0.0069974949307900925	0.4888888888888889	0.5166666666666667
4	0.4436344444444438	0.006362734033760157	0.4222222222222222	0.4533333333333333
5	0.3960044444444479	0.004444831480976744	0.3888888888888889	0.4022222222222222
6	0.356754444444441	8.730366885634482E-4	0.35555555555555557	0.35777777777777775
7	0.32258888888888376	5.227200020254824E-4	0.32222222222222224	0.3233333333333333
8	0.28905222222222426	3.936478915386959E-4	0.28888888888888886	0.29
9	0.25618777777777846	6.755049394235363E-4	0.25555555555555554	0.2588888888888889
10	0.22592111111111182	0.0016810666983737344	0.2222222222222222	0.22777777777777777
11	0.20627333333333625	0.009358935232160873	0.19333333333333333	0.22333333333333333
12	0.17863777777778075	0.007155451724180961	0.17333333333333334	0.19555555555555557
13	0.17776666666666885	0.007918464800701198	0.15444444444444444	0.19444444444444445
