@relation ionosphere

@attribute a01 real
@attribute a02 real
@attribute a03 real
@attribute a04 real
@attribute a05 real
@attribute a06 real
@attribute a07 real
@attribute a08 real
@attribute a09 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 real
@attribute a33 real
@attribute a34 real
@attribute class {+1, -1}

@data
0.34843328026858,0,0.712372367309415,-0.234257237563157,0.484207686793197,-0.201734977754408,0.577058790698793,-0.954679144631825,0.964074158867727,-0.297510229258703,0.668654651085977,-0.673107318134,0.316673202835197,-1.09854252740078,0.400677973145291,-0.990485565807579,0.747985026589051,-0.769680949555503,0.356155483134014,-0.574714507231799,0.382644035559845,-0.589524243017273,0.0115847114771431,-0.790128635368217,0.297727663930413,-0.867564946094913,-0.253867539692002,-0.713971226165697,-0.288289660580997,-0.617038783085894,0.122936944466845,-1.05505394245504,-0.312220599511712,-0.999594828771556,+1 
0.34843328026858,0,0.721648045294101,-0.527810739013181,0.634307728584632,-1.03758697187861,-1.33910576931347,-2.02945198541674,0.964074158867727,-0.469481837357624,0.0578598726756681,-1.68478062468923,-0.090908209404757,-1.59962799886451,-1.32077438870988,-2.28587041542692,-0.529797686686272,-1.24735087309727,-0.0452522788444869,-1.88290035031776,-0.768862055986009,-0.891518398420697,-0.900695581616694,-0.569454580859512,-1.03778979048528,-0.38305389182369,-1.44784861500381,-0.208419177149332,-0.989184800662312,-0.173529641577061,-0.90906286066519,-0.115213282723741,-0.932605045938631,-0.0832855373563861,-1 
0.34843328026858,0,0.721648045294101,-0.176998424761003,0.768476977952875,-0.241308751382929,0.914531092751746,-0.461494004894667,0.746138754936557,-0.350536015749187,0.452533282985428,-0.205581810917623,0.730129401453842,-0.172297304888941,0.30948261495717,-0.148874299919494,0.738570621318587,-0.267759626223876,0.633157700428901,-0.118408296155389,0.611165166873158,-0.547547325985644,0.118383969817407,-0.120018444033384,0.310140533728269,-0.651896278696971,0.0935055655387736,-0.276585953233074,0.0913894067671744,-0.287319692018853,0.441317812472278,-0.464092493576921,0.404443282453527,-0.848590786674761,+1 
0.34843328026858,0,0.721648045294101,-1.12517169729618,0.768476977952875,1.92134038790442,0.329432746631267,-2.15258481118829,-1.01087286361682,-0.375331055645987,-0.846256440189008,-0.313775887432871,-0.645101756229624,-0.189032531643667,-2.06191883460711,0.161732298053896,0.257625762742622,-0.785566321986434,-2.17372241345773,-1.00445494574554,-1.70199548267095,1.9166059315497,-0.601213145121615,0.10899045603407,1.04542561888108,1.92633982690083,-0.0494904781703769,1.94730049568485,1.0808434203291,-0.341218167054864,-0.167687013696516,1.95731486187512,-1.28982570189414,2.10729943866886,-1 
0.34843328026858,0,0.721648045294101,-0.155129369475236,0.655593732971123,-0.109917738006741,0.754068115254697,-0.676740876495619,0.512838263170457,-0.714741622647335,0.0920525798728934,-0.724107892922333,0.262818311813008,-0.203440610784373,-0.00032082557559186,-0.75527485793802,0.238926582566865,-0.431774080663032,0.14660089919073,-0.297307649077407,-0.454670132630331,-0.703569264842155,-0.562915352373103,-0.894969221189182,-0.628909513099262,-1.14302450694735,-0.792949626598781,-0.842111656207732,-0.615818067354966,-1.1711442833921,-0.717725929752575,-1.15422673847557,-0.75767345460234,-1.43573607015478,+1 
0.34843328026858,0,-1.24340735387798,-0.114090862201427,-1.34902776972189,-0.511523084879376,-1.13369933561602,-0.456917148337798,-0.720437154490245,-0.237964878855454,-0.778972869789478,-0.44131780105036,-0.645101756229624,-0.189032531643667,-0.59806843239081,-0.494917621668141,-0.624460260851589,-0.198251042287517,-0.759768648849957,-0.0580999410131241,-0.52272069084838,0.054875547307592,-0.576018538285327,0.125850006959281,-0.624979636608169,0.109964957563587,-1.11362858501857,0.294529279724947,-0.794754478594898,0.069447207295961,-0.617720447133443,0.00739751974914067,-0.670131018587497,0.225864340955063,-1 
0.34843328026858,0,0.673116732280953,-0.341175139598239,0.664474138421053,-0.703872052691588,0.768297160637004,-0.774720221694122,0.687502577838991,-0.941229203273944,0.571319174308845,-1.2837784862543,0.613953488902091,-1.21629619667012,0.616847020678846,-1.49763271068739,0.320026579776282,-1.365261461103,0.0305903302087748,-1.37436934161816,0.0435900115424578,-1.49569997311811,-0.0721429878708386,-1.40519846844608,-0.291217130565103,-1.46750235956797,-0.785791094496125,-1.37564776901702,-0.577996231159936,-1.56933060335456,-0.692404758842351,-1.57823626452086,-0.934406094086015,-1.76241969450409,+1 
-2.8699899137912,0,-1.29042960865067,-0.100660902938798,-1.15785826064358,-0.251848718549229,0.914531092751746,-2.15258481118829,-1.01087286361682,-0.375331055645987,-2.62342417393252,-2.33760822030321,-0.645101756229624,-0.189032531643667,-0.52793467669088,-0.15540671694095,1.00147720567879,2.02320136938619,-2.17372241345773,-1.88290035031776,-0.552903346737563,-0.0160329741422455,-0.601213145121615,0.10899045603407,1.04542561888108,2.10959221938899,0.889208418445369,1.94730049568485,-0.658091577143525,0.0550164524582286,1.13460971966403,1.95731486187512,-0.6693837752072,-0.0309622732653558,-1 
0.34843328026858,0,0.648307814807814,-0.263952873838124,0.768476977952875,-0.563331913177231,0.914531092751746,-0.639395265430752,0.964074158867727,-1.12402535717088,0.798867730937364,-1.19553939654115,0.876065533222576,-1.01199287222549,0.858664283332761,-1.16871786701507,0.974011772058413,-0.703458299256507,0.777103550459991,-1.22734119877132,0.684388487117917,-1.18699956071194,0.553807813573988,-1.11038415902415,0.787577246817935,-1.14857820653699,0.0662100244318987,-1.14263537576923,-0.215793460536364,-1.20509204272349,0.172825784315569,-1.41173282267672,0.0758477959894095,-1.60087402216746,+1 
0.34843328026858,0,-1.3279347361202,-0.292559594497203,-1.15785826064358,-0.251848718549229,-1.11818967614931,-0.229535837714225,-0.784346440137845,-0.930218384221275,-1.65776454244831,-1.08631316553614,-0.645101756229624,-0.189032531643667,-1.04421238487917,0.687952352832474,-1.22059790267665,0.310040557298139,0.444358694506097,0.473003292739729,-0.552903346737563,-0.0160329741422455,-0.601213145121615,0.10899045603407,-0.942070463968758,0.114080997330382,-0.650263979945573,0.0848399741276015,-0.658091577143525,0.0550164524582286,-0.326921255953402,0.477054610773603,-0.826649766629793,0.782967047382404,-1 
0.34843328026858,0,0.721648045294101,0.0503127100557856,0.768476977952875,-0.651454731443926,0.914531092751746,-0.754912817267339,0.964074158867727,-1.26751785433659,0.930911293554508,-1.15061031875143,0.903781648685878,-1.23875823016195,0.863557692796514,-1.44478349070444,0.826962326568811,-1.33276498856663,0.542667857579985,-1.32335997149783,0.607191171919305,-1.49102298696634,0.445067956813812,-1.42021637923645,0.281384917641463,-1.6150889720673,-0.134888468186342,-1.44829345186268,0.0427513948878653,-1.59456471017464,-0.0745681886328979,-1.72984233787116,-0.228797582131842,-1.93739365039166,+1 
0.34843328026858,0,0.721648045294101,-1.33045497663322,0.768476977952875,-2.42503782500288,0.914531092751746,-2.15258481118829,0.964074158867727,0.374253218095573,0.930911293554508,-1.14595550438583,0.964428758480142,1.83457408924211,1.00604948122535,-2.34016157361528,1.00147720567879,-0.584459119739012,1.02436356812615,-1.75940905752645,1.0892433284084,1.9166059315497,1.05741798300798,2.0075885331975,1.04542561888108,-0.665051850774574,0.889208418445369,-1.01578763832921,1.0808434203291,-1.91639814286041,1.13460971966403,-1.94251982237684,1.24662489222206,-2.16922398519957,-1 
0.34843328026858,0,0.721648045294101,-0.470801469373003,0.768476977952875,-0.472840318784501,0.914510765544057,-0.521781590213078,0.964074158867727,-0.774307670078879,0.825258671783456,-1.02517319076013,0.895782282027771,-0.791763763674495,0.909699936266634,-0.90722455821972,0.912129476485433,-0.559300560356015,0.86664995794434,-0.790616875241105,0.860048916958281,-0.930325787646991,0.775235069179288,-0.863471479089041,0.769814897567446,-0.78811947040472,0.427958393315975,-0.936132284331783,0.484788671245405,-1.30119850424527,0.586375703679773,-1.2510206353387,0.570791154959735,-1.46843009173025,+1 
0.34843328026858,0,0.721648045294101,-2.06753741987996,0.768476977952875,0.232337814368644,0.619623963599581,-0.996755456171438,0.964074158867727,-0.625558127726376,0.930911293554508,0.397540462601068,0.964428758480142,-0.0317578250684241,1.00604948122535,-0.478029466626048,1.00147720567879,-2.00861904455571,1.02436356812615,-1.88290035031776,0.462452363971939,0.289381952124253,1.05741798300798,1.2927473711647,1.04542561888108,-0.194838618851164,0.889208418445369,0.780672732773025,1.0808434203291,-1.25585596855295,1.13460971966403,1.7316704270443,1.24662489222206,-0.433511423154091,-1 
0.34843328026858,0,0.721648045294101,0.0667598730041062,0.768476977952875,-0.177525651108514,0.914531092751746,-0.336515052108587,0.964074158867727,-0.193942299673072,0.930911293554508,0.0839274042994799,0.964428758480142,0.222326222249994,1.00604948122535,0.123914191484863,1.00147720567879,0.220191439373443,1.02436356812615,0.568925602966007,1.0892433284084,0.848977547267355,1.05741798300798,0.901655153249803,1.04542561888108,0.534724506320669,0.889208418445369,0.795584215041343,1.00438244849022,1.01393222576717,1.13460971966403,0.640964662552713,1.24662489222206,0.967862537613355,+1 
0.34843328026858,0,-0.265638217943517,-2.23302990775306,0.768476977952875,0.328566628002412,-1.18974144721462,-2.15258481118829,0.964074158867727,-2.44503388509503,-0.0699007157031531,-2.33760822030321,-0.645101756229624,-0.189032531643667,-2.06191883460711,-0.904012968580409,-1.22947758269079,0.0803275892137987,1.02436356812615,-1.88290035031776,-0.552903346737563,-0.0160329741422455,-0.601213145121615,0.10899045603407,-0.967173199264284,1.95668823494213,-0.279591695703172,0.609108755466106,-0.658091577143525,0.0550164524582286,1.13460971966403,0.459544353041312,-0.6693837752072,-0.0309622732653558,-1 
0.34843328026858,0,0.714505169622597,0.0460704763022188,0.768476977952875,-0.278709335904996,0.870034835120502,-0.181498074356843,0.887288218633528,-0.327479526229125,0.91800905580753,-0.155755058882355,0.79257918542458,0.0203298093531758,0.917262478165161,-0.0402919835427796,0.820140528601745,0.231460377430411,0.802160554125701,0.212863222126068,0.787630248584343,0.212598208401112,0.78653034716185,0.383185990338012,0.7221889494309,0.404330729785031,0.491046594936129,0.374912911244638,0.717579899357065,0.358200303072282,0.733711624104105,0.318019352349809,0.689851933553789,0.22594987142354,+1 
-2.8699899137912,0,-1.29042960865067,-0.100660902938798,-3.08419349924003,-2.42503782500288,0.914531092751746,1.69351313575984,-2.98581988610137,1.69437177380306,-2.62342417393252,1.71005644543747,0.964428758480142,-2.21263915252944,1.00604948122535,2.02934813973338,-2.23928192356864,-2.00861904455571,-2.17372241345773,1.9755996587843,1.0892433284084,-1.94867187983419,-2.25984427325121,2.0075885331975,-2.41702062877767,2.10959221938899,0.889208418445369,-1.69408711562617,-2.39702657461615,2.02643104777686,-2.37005061393092,-1.94251982237684,1.24662489222206,-2.16922398519957,-1 
0.34843328026858,0,0.0589702699673917,-0.0433113471686543,0.125581855423695,-0.142515574603546,0.0444656220390286,0.131247380199245,-0.837551512923579,0.330044365658542,0.284395443695954,-0.0682647871323698,0.354400598099994,0.100039674149866,0.678344445569708,0.0843919761276243,0.326961804312871,0.373199024082539,-0.34449718414129,0.841663676109386,0.332016653565095,0.396121598885619,0.25165498096262,0.538548270992296,0.159697244267496,0.607414950240476,-0.155141876086539,0.574825091105613,0.0971800603087583,0.553902629949563,0.0948295685914138,0.510320200630273,1.24662489222206,0.675433865889232,+1 
-2.8699899137912,0,0.721648045294101,-2.36923510270715,-1.15785826064358,-0.251848718549229,-1.11818967614931,-0.229535837714225,0.964074158867727,1.69437177380306,0.930911293554508,-2.33760822030321,-1.80195181367727,1.83457408924211,-0.52793467669088,-0.15540671694095,-2.23928192356864,2.02320136938619,1.02436356812615,1.9755996587843,-2.19505002188353,1.9166059315497,1.05741798300798,1.1769518744385,-2.41702062877767,2.10959221938899,0.889208418445369,1.94730049568485,1.0808434203291,-1.91639814286041,1.13460971966403,1.95731486187512,1.24662489222206,2.10729943866886,-1 
0.34843328026858,0,0.721648045294101,-0.114544577041381,0.768476977952875,-0.465560135277881,0.914531092751746,-0.376629853695256,0.964074158867727,-0.594823040709058,0.930911293554508,-0.537874841651604,0.964428758480142,-0.98813455016525,1.00604948122535,-0.496578035359213,0.873856111169021,-0.635461647975377,0.808061022761724,-0.619897542338385,0.952830204104028,-0.8677855926588,0.992067916559669,-0.780806518809345,0.73162411545577,-0.654889762163731,0.553223005204455,-0.64229051103704,0.659742921341126,-0.698675061478039,0.791994125451788,-0.783781441818474,0.755245309373149,-0.994013965703407,+1 
-2.8699899137912,0,0.721648045294101,2.16791329682955,-1.15785826064358,-0.251848718549229,-1.11818967614931,-0.229535837714225,-2.98581988610137,-2.44503388509503,-0.846256440189008,-0.313775887432871,-0.645101756229624,-0.189032531643667,-2.06191883460711,-2.34016157361528,-2.23928192356864,-2.00861904455571,-2.17372241345773,1.9755996587843,-2.19505002188353,1.9166059315497,-0.601213145121615,0.10899045603407,-0.685797504948295,0.140195201783826,0.889208418445369,-1.69408711562617,-2.39702657461615,2.02643104777686,-2.37005061393092,1.95731486187512,-2.58539244263646,2.10729943866886,-1 
0.34843328026858,0,0.642593514270611,0.0601356363407826,0.768476977952875,-0.15848851453598,0.914531092751746,-0.0504422868145851,0.769917117087271,-0.481796569192845,0.740096793982466,-0.261561013244816,0.694832397266256,-0.313322450298471,0.814823016099515,0.0593765330187032,0.621400975000646,0.0129357109947597,0.627896848989196,-0.0558041335077084,0.530273021655468,-0.168808079637194,0.462931414063767,-0.00357742396095042,0.278095593706188,-0.0115468384226516,0.0754055372141721,0.086460391614635,0.205533100001277,0.0303540558707924,0.281400161450341,0.00710503214782177,0.328837580436768,-0.0348539095810761,+1 
